u,v,length_m,highway
12525922276,12525922277,18.1,residential
12525922277,12525922278,51.6,residential
12525922278,12525922279,73.9,residential
12525922279,12525922280,7.5,residential
12525922280,12525922281,14.2,residential
12525922281,12525922282,19.3,residential
12525922282,12525922283,18.6,residential
12525922283,530286924,5.5,residential
12525941040,12525941041,12.0,service
12525941041,12525941042,7.8,service
12525941042,12525941045,42.9,service
12525941045,12525941043,41.4,service
12525941043,12525941044,27.1,service
12525941045,12525941048,16.0,service
12525941048,12525941046,14.5,service
12525941046,12525941047,34.3,service
12525941048,12525941049,40.7,service
12525941049,12525941041,11.3,service
12525941061,12525941062,8.0,residential
12525941062,12525941063,8.3,residential
12525941063,12525941064,6.4,residential
12525941064,12525941065,3.3,residential
12525941065,12525941066,5.0,residential
12525941066,12525941067,13.2,residential
12525941067,12525941068,26.1,residential
12525941069,12525941070,10.6,residential
12525941070,12525941071,18.2,residential
12525941071,12525941072,20.9,residential
12525941072,12525941073,26.1,residential
12525941073,12525941074,7.5,residential
12525941074,12525941075,17.4,residential
12525941075,12525941076,16.2,residential
12525941076,12525941077,17.7,residential
12525941077,12525941078,22.0,residential
12525941078,12525941079,26.3,residential
12525941079,12525941080,19.8,residential
12525941080,12525941081,8.3,residential
12525941084,11507258937,29.1,unclassified
12525941089,12525941090,9.5,tertiary_link
12525941090,12525941091,3.9,tertiary_link
12525941091,12525941092,6.7,tertiary_link
12525941092,12525941093,6.2,tertiary_link
12525941093,12525941094,6.0,tertiary_link
12525941094,12525941095,9.5,tertiary_link
12525941095,12525941096,13.3,tertiary_link
12525941096,12525941097,19.3,tertiary_link
12525941105,12525941106,15.2,unclassified
12525941106,12525941107,23.9,unclassified
12525941107,12525941108,20.0,unclassified
12525941108,12525941109,34.6,unclassified
12525941109,12525941110,22.3,unclassified
6699605860,12525941111,13.6,unclassified
12525941111,12525941113,41.1,unclassified
12525941113,12525941112,5.8,unclassified
12525941112,12525941110,47.8,unclassified
12525941113,12525941114,6.0,unclassified
12525941114,12525941115,5.6,unclassified
12525941115,12525941116,9.7,unclassified
12525941116,12525941117,13.0,unclassified
12525941117,12525941118,16.0,unclassified
12525941118,12525941119,10.0,unclassified
12525941119,12525941120,15.0,unclassified
12525941120,12525941121,13.7,unclassified
12525941121,12525941122,3.2,unclassified
12525941122,11507258935,12.3,unclassified
12525918097,12525918098,9.1,primary_link
12525918098,12525918099,16.8,primary_link
12525918099,12525918100,12.4,primary_link
12525918100,12525943401,14.7,primary_link
12525943401,12525943402,5.0,primary_link
12525943402,12525943403,11.7,primary_link
12525918097,10857621974,36.9,primary
12525943404,12525943405,25.5,primary_link
12525943405,12525943406,14.7,primary_link
12525943406,12525943407,21.7,primary_link
12525943407,12525943408,8.3,primary_link
12525943404,2158456551,26.7,tertiary
12525943409,12525943410,36.7,residential
12525943410,12525943411,16.3,residential
12525943412,12525943413,13.7,service
12525943413,12525943414,17.9,service
5313419371,12650228599,36.2,secondary
5313419372,12650228600,5.1,secondary_link
12650228600,12650228598,4.1,secondary_link
12650228598,13807521041,15.2,secondary_link
13807521041,12650228599,18.4,secondary_link
12650241303,12650241302,28.3,secondary_link
12650241302,12650228597,5.2,secondary_link
12650228597,12650241301,4.0,secondary_link
12650241301,5313419372,4.6,secondary_link
12650241303,5313419371,33.7,secondary
5313419371,5313419372,24.2,unclassified
12650241307,5313419371,28.1,unclassified
12650228599,13802091146,249.1,secondary
13802091146,5313419369,22.5,secondary
5313419369,13802091145,24.7,secondary
13802091145,13802091144,30.4,secondary
13802091144,5313419382,28.4,secondary
5313419382,13802091143,28.7,secondary
13802091143,13802091142,34.7,secondary
13802091142,5313419383,43.1,secondary
5313419383,13802091141,81.1,secondary
13802091141,13802091140,27.0,secondary
13802091140,5313419384,24.2,secondary
5313419384,13802091116,27.7,secondary
13802091116,13802091115,31.8,secondary
13802091115,13802091114,25.6,secondary
13802091114,13802091139,4.3,secondary
13802091139,5313419385,19.5,secondary
5313419385,5527273674,31.6,secondary
12650241307,12650241306,7.5,secondary_link
12650241306,12650241305,6.2,secondary_link
12650241305,12650241304,4.9,secondary_link
12650241304,13807521039,6.9,secondary_link
13807521039,13807521040,7.6,secondary_link
13807521040,12650241303,12.2,secondary_link
12650228599,12650241311,14.6,secondary_link
12650241311,12650241310,8.4,secondary_link
12650241310,12650241309,7.4,secondary_link
12650241309,12650241308,5.0,secondary_link
12650241308,13807521037,5.9,secondary_link
13807521037,12650241307,7.5,secondary_link
436561602,9271029065,12.5,tertiary
9271029065,4632539411,26.4,tertiary
4632539411,4632539409,116.6,tertiary
4632539409,1831658923,105.6,tertiary
436561602,4740710085,30.8,primary
1831658923,12658329382,14.8,residential
12658329382,4740468292,26.6,secondary
3017451146,904958840,39.3,tertiary
904958840,12801360739,48.6,tertiary
12801360739,12801360740,36.2,tertiary
12855608454,13055631347,7.2,residential
13055631347,13055631346,7.8,residential
13055631346,13055631348,9.7,residential
13055631348,12855608457,9.3,residential
12855608457,13055631345,14.3,residential
13055631345,12855618613,19.9,residential
12855618613,13671609561,18.8,residential
13671609561,436911699,7.0,residential
436911699,4658585654,73.3,residential
4658585654,13671609557,41.1,residential
13671609557,13671609567,9.6,residential
13671609567,13671609558,19.4,residential
13671609558,13671609563,13.2,residential
13671609563,13671609564,16.8,residential
13671609564,13671609565,22.5,residential
13671609565,13671609566,42.0,residential
12855608461,12855618613,11.0,footway
12855618613,12855608463,8.6,footway
12855608463,12855608462,8.4,footway
12855608468,12855618614,11.8,footway
12855618614,12855608469,14.3,footway
12855608469,12855618615,9.9,footway
12855618615,12855608471,9.0,footway
12855608472,12855618628,8.4,footway
12855618628,12855608473,5.1,footway
12855608482,12855608484,3.7,footway
12855608484,12855608485,6.1,footway
12855608485,12855608483,2.6,footway
12855608486,12855618617,8.2,footway
12855618617,12855608487,10.8,footway
12855608492,12855618620,9.7,footway
12855618620,12855608493,11.9,footway
12855608496,12855618622,11.2,footway
12855618622,12855608497,6.3,footway
12855608498,12855618626,8.2,footway
12855618626,12855608499,5.9,footway
12855608500,12855618623,7.4,footway
12855618623,12855618601,6.4,footway
12855618602,12855618627,8.3,footway
12855618627,12855618603,5.7,footway
12855618604,12855618624,3.8,footway
12855618624,12855618605,3.8,footway
12855618606,12855618629,6.3,footway
12855618629,12855618607,7.2,footway
12855618608,12855618625,4.4,footway
12855618625,12855618609,1.6,footway
12855618610,12855618630,6.0,footway
12855618630,12855618611,8.0,footway
12856161064,12856161066,5.6,footway
12856161066,13989496774,9.2,footway
13989496774,12856161065,4.8,footway
12856161068,12856161071,7.4,footway
12856161071,12856161070,7.1,footway
12856161070,13989496766,7.1,footway
12856161072,12856161074,18.3,footway
12856161074,12856161073,5.0,footway
12856161075,12856161077,5.6,footway
12856161077,12856161078,9.3,footway
12856161078,12856161076,6.3,footway
12856171029,12856171033,8.2,footway
12856171033,12856171032,16.1,footway
12856171032,12856171031,13.1,footway
12856171031,12856171030,1.1,footway
12871710694,12871710695,8.1,residential
12871710695,12871710696,7.7,residential
12871710696,12871710697,10.3,residential
12871710697,12871710698,11.5,residential
12871710698,12871710699,12.0,residential
12871710699,12871710700,5.2,residential
12871710700,12871742601,14.2,residential
12871742601,12871742602,8.0,residential
12871742602,12871742603,2.5,residential
12871742603,12871742604,15.0,residential
12871742604,12871742605,13.2,residential
12871742605,12871742606,7.1,residential
12871742606,12871742607,7.8,residential
12871742607,12871742608,8.9,residential
12871742608,12871742609,7.6,residential
12871742609,12871742610,5.3,residential
12949883777,12949883780,9.1,footway
12949883780,12949883779,13.0,footway
12949883779,12949883778,8.5,footway
12949883781,12949883783,11.8,footway
12949883783,12949883782,12.5,footway
12949883784,12949883787,10.8,footway
12949883787,12949883786,16.9,footway
12949883786,12949883785,2.0,footway
12949883788,12949883790,4.1,footway
12949883790,12949883789,2.5,footway
12949883791,12949883793,3.2,footway
12949883793,12949883794,11.9,footway
12949883794,12949883792,7.3,footway
12949883795,12949883797,6.5,footway
12949883797,12949883796,3.4,footway
12949883798,12949883799,8.6,footway
12949883799,4740288301,10.9,footway
4740288301,12949883800,7.4,footway
12949898101,12949898104,8.3,footway
12949898104,12949898103,13.1,footway
12949898103,12949898102,6.8,footway
12949898105,12949898107,4.3,footway
12949898107,12949898108,9.3,footway
12949898108,12949898106,8.2,footway
12949898109,12949898111,4.0,footway
12949898111,12949898110,3.5,footway
12949898112,12949898114,8.4,footway
12949898114,12949898113,2.0,footway
12949898144,12949898145,10.4,footway
12949898145,12949898146,9.8,footway
12949898146,12949883795,9.0,footway
12949883795,12949898147,7.9,footway
12949898147,12949898148,18.6,footway
12949898148,12949898149,42.5,footway
12949898149,12949898150,32.9,footway
12949898151,12949898152,5.3,footway
12949898152,12949898150,9.0,footway
12949898151,12949898153,14.4,footway
12949898153,12949898154,29.5,footway
12949898154,8523400202,18.0,footway
8523400202,12949898155,20.5,footway
12949898155,12949898156,51.6,footway
12949898156,12949898157,44.8,footway
12949898157,12949898158,32.3,footway
12949898158,12949898165,1.0,footway
12949898165,12949898159,2.7,footway
12949898159,12949898160,4.5,footway
12949898160,12949898161,4.4,footway
12949898161,12949898162,2.2,footway
12949898159,12949898164,11.5,footway
12949898164,12949898163,11.2,footway
12949898165,12949898167,5.7,footway
12949898167,12949898168,14.5,footway
12949898168,12949898166,3.4,footway
12949898169,12949898171,6.4,footway
12949898171,12949898172,13.9,footway
12949898172,12949898170,6.0,footway
12949898173,12949898175,4.8,footway
12949898175,12949898174,6.3,footway
12949898176,12949898177,4.8,footway
12949898177,12949898178,4.3,footway
12949898178,12949898201,3.2,footway
12949898201,12949898179,2.6,footway
12949898179,12949898180,28.2,footway
12949898180,12949898181,48.2,footway
12949898181,12949898182,7.0,footway
12949898182,12949898163,4.9,footway
12949898163,12949898169,3.1,footway
12949898169,12949898183,1.8,footway
12949898183,8523400204,16.6,footway
8523400204,12949898184,38.6,footway
12949898184,12949898185,69.6,footway
12949898185,12949898186,70.7,footway
12949898186,12949898187,70.6,footway
12949898187,12949898188,69.8,footway
12949898188,12949898189,55.5,footway
12949898189,12949898190,76.4,footway
12949898190,12949898191,84.6,footway
12949898191,12949898192,30.8,footway
12949898192,12949898193,36.3,footway
12949898193,12949898194,17.0,footway
12949898194,12949898195,5.6,footway
12949898195,12949898196,4.9,footway
12949898196,12949898197,9.0,footway
12949898197,12949898198,23.6,footway
12949898177,12949898200,5.0,footway
12949898200,12949898199,12.7,footway
12949898201,12949898203,9.2,footway
12949898203,12949898202,8.7,footway
12949898204,12949898206,7.1,footway
12949898206,12949898205,7.1,footway
12949898207,12949898209,14.3,footway
12949898209,12949898208,1.9,footway
12949898210,12949898211,20.5,footway
12949898211,12949898212,3.3,footway
12949898212,12949898213,9.5,footway
12949898213,12949898215,1.0,footway
12949898215,12949898214,8.4,footway
12949898214,12949898216,16.7,footway
12949898216,12949898202,10.7,footway
12949898202,12949898217,5.1,footway
12949898217,12949898208,4.6,footway
12949898208,12949898218,14.2,footway
12949898218,12949898219,38.3,footway
12949898219,12949898220,44.0,footway
12949898220,12949898221,17.9,footway
12949898221,12949898222,8.0,footway
12949898222,12949898223,9.2,footway
12949898223,12949898224,9.9,footway
12949898224,12949898225,9.8,footway
12949898225,12949898226,3.1,footway
12949898227,12949898205,3.8,footway
12949898205,12949898207,7.8,footway
12949898207,12949898228,29.5,footway
12949898228,12949898229,32.6,footway
12949898229,12949898230,32.7,footway
12949898230,12949898231,13.1,footway
12949898231,12949898232,3.9,footway
12949898232,12949898233,5.6,footway
12949898231,12949898235,7.4,footway
12949898235,12949898234,9.4,footway
12949898234,12949898236,10.2,footway
12949898236,12949898237,13.7,footway
12949898237,12949898238,6.3,footway
12949898238,12949898239,16.4,footway
12949898239,12949898240,5.6,footway
12949898240,12949898241,9.0,footway
12949898241,12949898242,42.5,footway
12949898242,12949898243,32.9,footway
12949898243,12949898244,27.9,footway
12949898244,12949898245,29.6,footway
12949898245,12949898246,31.6,footway
12949898246,12949898247,29.6,footway
12949898247,12949898248,36.7,footway
12949898248,12949898249,18.7,footway
12949898249,12949898250,7.8,footway
12949898250,12949898251,9.6,footway
12949898237,12949898253,9.9,footway
12949898253,12949898252,7.0,footway
12949898238,4658585597,6.6,footway
4658585597,12949898254,4.7,footway
12949898255,12949898257,9.7,footway
12949898257,12949898256,3.6,footway
12956649908,12956649909,8.4,footway
12956649909,12956649910,2.8,footway
12956649910,12956649911,2.7,footway
12956649911,12956649912,31.1,footway
12956649912,12956649913,2.9,footway
12956649913,12956649914,2.7,footway
12956649914,12956649915,3.4,footway
12956649915,12956649916,3.8,footway
12956649916,12956649917,24.9,footway
12956649917,12956649918,56.4,footway
12956649918,12956649919,26.9,footway
12956649919,12956649920,3.6,footway
12956649921,12956649922,2.9,footway
12956649922,12956649923,107.7,footway
12956649923,12956649924,2.1,footway
12956649925,12956649926,2.5,footway
12956649926,12956649964,3.0,footway
12956649964,12956649927,23.6,footway
12956649927,12956649928,63.4,footway
12956649928,12956649929,67.8,footway
12956649929,12956649966,38.9,footway
12956649966,12956649930,4.6,footway
12956649930,12956649931,50.5,footway
