id,lat,lon
7456175741,35.8462813,129.2349147
530282371,35.8463817,129.2347978
530282388,35.8465032,129.2346782
530282372,35.8466536,129.2345098
530282373,35.8467014,129.2343978
530282389,35.8463151,129.2352739
3969210071,35.8467612,129.2336329
3969210067,35.8459814,129.2325073
3969210072,35.8469992,129.2333829
3969210068,35.8462224,129.2322541
3969210069,35.8464733,129.2320002
530286880,35.8439885,129.2365091
12511769042,35.8440498,129.2366967
530286881,35.8440897,129.2367679
12525941089,35.8441392,129.2368568
530286882,35.8442086,129.2369816
530286883,35.8442935,129.2370989
12525922273,35.8444234,129.2372171
530286884,35.8444361,129.2372287
530286885,35.8445991,129.2373544
530286886,35.8448062,129.2375764
530286897,35.8449794,129.2377984
530286898,35.8450778,129.2379115
530286899,35.8451517,129.2380275
530286905,35.84516,129.2380665
530286900,35.8452103,129.2382047
530286901,35.8452816,129.2383974
530286902,35.8453631,129.2385985
530286903,35.8454479,129.2388037
530286904,35.845543,129.2389545
530286918,35.8456949,129.2390914
530286951,35.8458052,129.2391921
530286952,35.8458872,129.239327
530286953,35.8460371,129.2393826
530286954,35.8461678,129.2394949
530286955,35.8462561,129.2395787
530286956,35.8463138,129.2396834
530286957,35.8463477,129.2397755
